id,code_cs,type,sub_type,water_type,uws,doc_data,bod_in,tn_in,cod_in,no3_in,nh4_in,tp_in,po43_in,bod_out,tn_out,cod_out,no3_out,nh4_out,tp_out,po43_out,water_temp,air_temp,ecoli_in,ecoli_out,heggs_in,heggs_out,surface,hrt,inflow,population,tn_removal,bod_removal,nh4_removal,po4_removal,timestamp,username,email,company,id_sampling,year_operation
513,NA,NA,VSSF,Primary treated domestic wastewater from shelter with imhoff and buffer tank,NA,"{""doc_type"":""article"",""title"":""Tolerance to hydraulic and organic load fluctuations in constructed wetlands"",""authors"":""F. Masi, N. Martinuzzi, R. Bresciani, L. Giovannelli, G. Conte"",""publisher"":""Water Science & Technology"",""year"":2007,""DOI"":""10.2166/wst.2007.507""}",65,NA,163,9.738608000000001,48,8.1,NA,4,NA,27,60.644968,0.7,0.7,NA,6,NA,NA,NA,NA,NA,126,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,2003
514,NA,NA,HSSF,Primary treated domestic wastewater from farmhouse with imhoff  and degreasers,NA,"{""doc_type"":""article"",""title"":""Tolerance to hydraulic and organic load fluctuations in constructed wetlands"",""authors"":""F. Masi, N. Martinuzzi, R. Bresciani, L. Giovannelli, G. Conte"",""publisher"":""Water Science & Technology"",""year"":2007,""DOI"":""10.2166/wst.2007.507""}",84,NA,226,3.8069104,51,6.6,NA,8,NA,33,4.42664,11,1.2,NA,15,NA,NA,NA,NA,NA,108,3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,2002
515,NA,NA,HSSF,Blackwater treated with septic tank (imhoff) in camping,NA,"{""doc_type"":""article"",""title"":""Tolerance to hydraulic and organic load fluctuations in constructed wetlands"",""authors"":""F. Masi, N. Martinuzzi, R. Bresciani, L. Giovannelli, G. Conte"",""publisher"":""Water Science & Technology"",""year"":2007,""DOI"":""10.2166/wst.2007.507""}",NA,NA,745,7.082624,51,2.4,NA,NA,NA,89,185.91888,23,0.02,NA,27.5,NA,NA,NA,NA,NA,126,4.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,2004
516,NA,NA,HSSF,Greywater treated with degreaser (imhoff) in camping,NA,"{""doc_type"":""article"",""title"":""Tolerance to hydraulic and organic load fluctuations in constructed wetlands"",""authors"":""F. Masi, N. Martinuzzi, R. Bresciani, L. Giovannelli, G. Conte"",""publisher"":""Water Science & Technology"",""year"":2007,""DOI"":""10.2166/wst.2007.507""}",NA,NA,502,1.4165248,1.7,6.6,NA,NA,NA,53,2.0362544000000002,0.13,0.3,NA,27,NA,NA,NA,NA,NA,115,2.9,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,2004
517,NA,NA,HSSF,Secondary treated urban wastewater from activated sludge,NA,"{""doc_type"":""article"",""title"":""Mitigation of emerging contaminants by full-scale horizontal ﬂow constructed wetlands fed with secondary treated wastewater"",""authors"":""Victor Matamoros, Yolanda Rodriguez, Josep M. Bayona"",""publisher"":""Ecological Engineering"",""year"":2017,""DOI"":""http://dx.doi.org/10.1016/j.ecoleng.2016.11.054""}",NA,NA,158,NA,78.55946,NA,NA,NA,NA,74,NA,74.69588,NA,NA,21,NA,NA,NA,NA,NA,60000,NA,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,2014
518,NA,NA,HSSF,Secondary treated urban wastewater from activated sludge,NA,"{""doc_type"":""article"",""title"":""Mitigation of emerging contaminants by full-scale horizontal ﬂow constructed wetlands fed with secondary treated wastewater"",""authors"":""Victor Matamoros, Yolanda Rodriguez, Josep M. Bayona"",""publisher"":""Ecological Engineering"",""year"":2017,""DOI"":""http://dx.doi.org/10.1016/j.ecoleng.2016.11.054""}",NA,NA,58,NA,54.09012,NA,NA,NA,NA,44,NA,43.78724,NA,NA,25,NA,NA,NA,NA,NA,60000,NA,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,2014
519,NA,NA,HSSF,Primary treated domestic wastewater,NA,"{""doc_type"":""article"",""title"":""Performance Evaluation of Horizontal Subsurface Flow-Constructed Wetlands for the Treatment of Domestic Wastewater in the Tropics"",""authors"":""Njenga Mburu, Sylvie M. Tebitendwa, Diederik P. L. Rousseau3, J. J. A. van Bruggen, Piet N. L. Lens"",""publisher"":""Journal of Environmental Engineering"",""year"":2013,""DOI"":""10.1061/(ASCE)EE.1943-7870.0000636""}",73.6,NA,159.5,4.8693040000000005,33.226788,3.6,NA,34.6,NA,89.5,4.8693040000000005,24.211768,2.2,NA,23.3,NA,NA,NA,NA,NA,22.5,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,2013
520,NA,NA,HSSF,Primary treated domestic wastewater,NA,"{""doc_type"":""article"",""title"":""Performance Evaluation of Horizontal Subsurface Flow-Constructed Wetlands for the Treatment of Domestic Wastewater in the Tropics"",""authors"":""Njenga Mburu, Sylvie M. Tebitendwa, Diederik P. L. Rousseau3, J. J. A. van Bruggen, Piet N. L. Lens"",""publisher"":""Journal of Environmental Engineering"",""year"":2013,""DOI"":""10.1061/(ASCE)EE.1943-7870.0000636""}",73.6,NA,159.5,4.8693040000000005,33.226788,3.6,NA,28.9,NA,91,3.983976,24.46934,2.8,NA,23.3,NA,NA,NA,NA,NA,22.5,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,2013
521,NA,NA,HSSF,Primary treated domestic wastewater,NA,"{""doc_type"":""article"",""title"":""Performance Evaluation of Horizontal Subsurface Flow-Constructed Wetlands for the Treatment of Domestic Wastewater in the Tropics"",""authors"":""Njenga Mburu, Sylvie M. Tebitendwa, Diederik P. L. Rousseau3, J. J. A. van Bruggen, Piet N. L. Lens"",""publisher"":""Journal of Environmental Engineering"",""year"":2013,""DOI"":""10.1061/(ASCE)EE.1943-7870.0000636""}",73.6,NA,159.5,4.8693040000000005,33.226788,3.6,NA,38.9,NA,105,3.541312,26.40113,3.3,NA,23.3,NA,NA,NA,NA,NA,22.5,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,2013
522,NA,NA,HSSF,Primary treated municipal wastewater using up-flow anaerobic filter,NA,"{""doc_type"":""article"",""title"":""The Effect of the Hydraulic Retention Time on the Performance of an Ecological Wastewater Treatment System: An Anaerobic Filter with a Constructed Wetland"",""authors"":""María L. Merino-Solís, Edgardo Villegas, José de Anda, Alberto López-López"",""publisher"":""Water"",""year"":2010,""DOI"":""10.3390/w7031149""}",48.73,NA,98.76,NA,NA,NA,NA,28.25,NA,75.04,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,34.96,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,2010
523,NA,NA,HSSF,Primary treated municipal wastewater using up-flow anaerobic filter,NA,"{""doc_type"":""article"",""title"":""The Effect of the Hydraulic Retention Time on the Performance of an Ecological Wastewater Treatment System: An Anaerobic Filter with a Constructed Wetland"",""authors"":""María L. Merino-Solís, Edgardo Villegas, José de Anda, Alberto López-López"",""publisher"":""Water"",""year"":2010,""DOI"":""10.3390/w7031149""}",90.35,NA,167.8,NA,NA,NA,NA,52.03,NA,84.82,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,34.96,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,2010
524,NA,NA,HSSF,Primary treated municipal wastewater using up-flow anaerobic filter,NA,"{""doc_type"":""article"",""title"":""The Effect of the Hydraulic Retention Time on the Performance of an Ecological Wastewater Treatment System: An Anaerobic Filter with a Constructed Wetland"",""authors"":""María L. Merino-Solís, Edgardo Villegas, José de Anda, Alberto López-López"",""publisher"":""Water"",""year"":2010,""DOI"":""10.3390/w7031149""}",100.25,NA,217.58,NA,NA,NA,NA,47.25,NA,100.72,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,34.96,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,2010
525,NA,NA,HSSF,Primary treated municipal wastewater using up-flow anaerobic filter,NA,"{""doc_type"":""article"",""title"":""The Effect of the Hydraulic Retention Time on the Performance of an Ecological Wastewater Treatment System: An Anaerobic Filter with a Constructed Wetland"",""authors"":""María L. Merino-Solís, Edgardo Villegas, José de Anda, Alberto López-López"",""publisher"":""Water"",""year"":2010,""DOI"":""10.3390/w7031149""}",28.25,NA,75.04,NA,NA,NA,NA,25.83,NA,66.86,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,34.96,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,2010
526,NA,NA,HSSF,Primary treated municipal wastewater using up-flow anaerobic filter,NA,"{""doc_type"":""article"",""title"":""The Effect of the Hydraulic Retention Time on the Performance of an Ecological Wastewater Treatment System: An Anaerobic Filter with a Constructed Wetland"",""authors"":""María L. Merino-Solís, Edgardo Villegas, José de Anda, Alberto López-López"",""publisher"":""Water"",""year"":2010,""DOI"":""10.3390/w7031149""}",52.03,NA,84.82,NA,NA,NA,NA,47.63,NA,76.88,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA,34.96,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,2010
527,NA,NA,HSSF,Primary treated municipal wastewater using up-flow anaerobic filter,NA,"{""doc_type"":""article"",""title"":""The Effect of the Hydraulic Retention Time on the Performance of an Ecological Wastewater Treatment System: An Anaerobic Filter with a Constructed Wetland"",""authors"":""María L. Merino-Solís, Edgardo Villegas, José de Anda, Alberto López-López"",""publisher"":""Water"",""year"":2010,""DOI"":""10.3390/w7031149""}",47.25,NA,100.72,NA,NA,NA,NA,38.33,NA,86.25,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,34.96,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,2010
528,NA,NA,VSSF,Settled municipal wastewater,NA,"{""doc_type"":""article"",""title"":""Technological Reliability and Efficiency of Wastewater Treatment in Two Hybrid Constructed Wetlands in the Roztocze National Park (Poland)"",""authors"":""Agnieszka Micek, Krzysztof Jóźwiakowski, Michał Marzec, Agnieszka Listosz"",""publisher"":""Water"",""year"":2020,""DOI"":""10.3390/w12123435""}",275,144,785,4.5594392,141.6646,27.2,NA,15.4,81.4,88.4,218.67601599999998,21.89362,12.7,NA,NA,7.4,NA,NA,NA,NA,18,3.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,2020
529,NA,NA,HSSF,Settled municipal wastewater,NA,"{""doc_type"":""article"",""title"":""Technological Reliability and Efficiency of Wastewater Treatment in Two Hybrid Constructed Wetlands in the Roztocze National Park (Poland)"",""authors"":""Agnieszka Micek, Krzysztof Jóźwiakowski, Michał Marzec, Agnieszka Listosz"",""publisher"":""Water"",""year"":2020,""DOI"":""10.3390/w12123435""}",15.4,81.4,88.4,218.67601599999998,21.89362,12.7,NA,3.5,39.9,34.8,104.468704,14.681604,2.6,NA,NA,7.4,NA,NA,NA,NA,30,24,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,2020
530,NA,NA,VSSF,Settled municipal wastewater,NA,"{""doc_type"":""article"",""title"":""Technological Reliability and Efficiency of Wastewater Treatment in Two Hybrid Constructed Wetlands in the Roztocze National Park (Poland)"",""authors"":""Agnieszka Micek, Krzysztof Jóźwiakowski, Michał Marzec, Agnieszka Listosz"",""publisher"":""Water"",""year"":2020,""DOI"":""10.3390/w12123435""}",123,98.6,390,2.7445168,99.80915,19.4,NA,16.7,71.3,35.8,223.102656,8.499876,9.2,NA,NA,7.4,NA,NA,NA,NA,40,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,2020
531,NA,NA,HSSF,Settled municipal wastewater,NA,"{""doc_type"":""article"",""title"":""Technological Reliability and Efficiency of Wastewater Treatment in Two Hybrid Constructed Wetlands in the Roztocze National Park (Poland)"",""authors"":""Agnieszka Micek, Krzysztof Jóźwiakowski, Michał Marzec, Agnieszka Listosz"",""publisher"":""Water"",""year"":2020,""DOI"":""10.3390/w12123435""}",16.7,71.3,35.8,223.102656,8.499876,9.2,NA,3,13.8,15.2,50.90636,0.6310514,1.1,NA,NA,7.4,NA,NA,NA,NA,56,17.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,2020
532,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",80.5128,19.8353,335.913,NA,NA,NA,1.82,62.8,12.04,147.13,NA,NA,NA,2.61,NA,25.555,NA,NA,NA,NA,133.225,NA,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2009
533,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",104.475,14.6824,209.075,NA,16.173074665999998,NA,5.55224,20.08,6.08,72.8,NA,0.6954444000000001,NA,1.86,NA,25.555,NA,NA,NA,NA,733.35,9.8,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,2009
534,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",81.262,19.7344,328.85,NA,NA,NA,1.82,75.98,12.63,176.79,NA,NA,NA,2.41,NA,25.555,NA,NA,NA,NA,133.225,NA,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,2009
535,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",93.3333,17.858,233.9,NA,20.22262165,NA,4.74394,23.38,7.17,118.33,NA,0.9787736,NA,1.76,NA,25.555,NA,NA,NA,NA,733.35,9.8,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,2009
536,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",79.3031,17.8193,321.223,NA,NA,NA,1.82,48.93,8.58,121.84,NA,NA,NA,2.43,NA,25.555,NA,NA,NA,NA,133.225,NA,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,2009
537,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",85.6593,23.6131,177.13,NA,14.806912778,NA,5.17442,28.91,9.96,90.23,NA,0.5537798,NA,2.67,NA,25.555,NA,NA,NA,NA,733.35,9.8,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,2009
538,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",72.3035,19.5531,171.208,NA,NA,NA,1.82,39.55,14,84.32,NA,NA,NA,3.22,NA,25.355,NA,NA,NA,NA,133.225,NA,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,2009
539,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",31.5691,21.1648,91.2328,NA,10.8072188546,NA,2.62264,20.22,4.07,74.3,NA,0.9272592,NA,1.39,NA,25.355,NA,NA,NA,NA,733.35,9.8,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,2009
540,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",52.1453,20.2118,174.279,NA,NA,NA,1.82,33.3,13.17,106.31,NA,NA,NA,2.92,NA,25.355,NA,NA,NA,NA,133.225,NA,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,2009
541,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",30.4592,16.2614,95.219,NA,12.564490946,NA,2.71186,21.69,4.28,68.91,NA,1.3393744,NA,1.44,NA,25.355,NA,NA,NA,NA,733.35,9.8,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,2009
542,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",49.8807,20.9195,224.116,NA,NA,NA,1.82,33.46,12.74,73.51,NA,NA,NA,2.91,NA,25.355,NA,NA,NA,NA,133.225,NA,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,2009
543,NA,NA,FWS,Pretreated domestic wastewater,NA,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",29.9887,15.405,80.5416,NA,9.9597168244,NA,2.30315,18.5,5.23,59.48,NA,1.3007386,NA,1.17,NA,25.355,NA,NA,NA,NA,733.35,9.8,50.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,2009
544,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Singh, S; Haberl, R; Moog, O; Shrestha, RR; Shresthad, P; Shrestha, R"",""title"":""Performance of an anaerobic baffled reactor and hybrid constructed wetland treating high-strength wastewater in Nepal-A model for DEWATS"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""5"",""startpage"":""654"",""endpage"":""660"",""doi"":""10.1016/j.ecoleng.2008.10.019"",""wos"":""WOS:000266138700004""}",774.2,NA,1421.9,NA,269.549098,28.4,NA,292.5,NA,647.3,NA,193.43657199999998,18.5,NA,NA,17.8,NA,NA,NA,NA,150,0.216666666666667,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,2009
545,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Singh, S; Haberl, R; Moog, O; Shrestha, RR; Shresthad, P; Shrestha, R"",""title"":""Performance of an anaerobic baffled reactor and hybrid constructed wetland treating high-strength wastewater in Nepal-A model for DEWATS"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""5"",""startpage"":""654"",""endpage"":""660"",""doi"":""10.1016/j.ecoleng.2008.10.019"",""wos"":""WOS:000266138700004""}",292.5,NA,647,NA,193.43657199999998,18.5,NA,173.3,NA,318.6,NA,57.9537,17.1,NA,NA,18.3,NA,NA,NA,NA,150,0.233333333333333,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,2009
546,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Albuzio, A; Lubian, C; Parolin, R; Balsamo, R; Camerin, I; Valerio, P"",""title"":""Wastewater from a mountain village treated with a constructed wetland"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2009"",""volume"":""1"",""issue"":""1 -- 3"",""startpage"":""232"",""endpage"":""236"",""doi"":""10.5004/dwt.2009.129"",""wos"":""WOS:000266585000026""}",92,NA,161,NA,51.2,3.3,NA,29,NA,53,NA,23.1,1.3,NA,NA,11.5,NA,NA,NA,NA,108,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,2009
547,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Tsihrintzis, VA; Akratos, CS; Gikas, GD; Karamouz, D; Angelakis, AN"",""title"":""Performance, and cost comparison of a fws and a vsf constructed wetland system"",""journal"":""ENVIRONMENTAL TECHNOLOGY"",""year"":""2007"",""volume"":""28"",""issue"":""6"",""startpage"":""621"",""endpage"":""628"",""doi"":""10.1080/09593332808618820"",""wos"":""WOS:000247827800003""}",193,NA,243,NA,NA,8.2,NA,39,NA,62,NA,NA,5.6,NA,NA,15.5,NA,NA,NA,NA,640,9.5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,2007
548,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Sengorur, B; Ozdemir, S"",""title"":""Performance of a constructed wetland system for the treatment of domestic wastewater"",""journal"":""FRESENIUS ENVIRONMENTAL BULLETIN"",""year"":""2006"",""volume"":""15"",""issue"":""3"",""startpage"":""242"",""endpage"":""244"",""doi"":""undefined"",""wos"":""WOS:000236644300012""}",42.5,NA,131.5,NA,41.85545,NA,NA,6.8,NA,31.04,NA,9.41747625,NA,NA,NA,8.4,NA,NA,NA,NA,350,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,2006
549,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Davison, L; Headley, T; Edmonds, M"",""title"":""On-site domestic wastewater treatment by reed bed in the moist subtropics"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2001"",""volume"":""44"",""issue"":""11 -- 12"",""startpage"":""353"",""endpage"":""360"",""doi"":""10.2166/wst.2001.0851"",""wos"":""WOS:000172844500049""}",116,137,NA,NA,NA,15,NA,13.92,84.94,NA,NA,NA,7.65,NA,NA,17.6,NA,NA,NA,NA,80,9.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,2001
550,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Davison, L; Headley, T; Edmonds, M"",""title"":""On-site domestic wastewater treatment by reed bed in the moist subtropics"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2001"",""volume"":""44"",""issue"":""11 -- 12"",""startpage"":""353"",""endpage"":""360"",""doi"":""10.2166/wst.2001.0851"",""wos"":""WOS:000172844500049""}",117,187,NA,NA,NA,22,NA,23.4,91.63,NA,NA,NA,12.76,NA,NA,17.6,NA,NA,NA,NA,80,7.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,2001
551,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Davison, L; Headley, T; Edmonds, M"",""title"":""On-site domestic wastewater treatment by reed bed in the moist subtropics"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2001"",""volume"":""44"",""issue"":""11 -- 12"",""startpage"":""353"",""endpage"":""360"",""doi"":""10.2166/wst.2001.0851"",""wos"":""WOS:000172844500049""}",264,19,NA,NA,NA,5.1,NA,18.48,6.46,NA,NA,NA,1.53,NA,NA,17.6,NA,NA,NA,NA,8.8,4.5,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,2001
552,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Davison, L; Headley, T; Edmonds, M"",""title"":""On-site domestic wastewater treatment by reed bed in the moist subtropics"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2001"",""volume"":""44"",""issue"":""11 -- 12"",""startpage"":""353"",""endpage"":""360"",""doi"":""10.2166/wst.2001.0851"",""wos"":""WOS:000172844500049""}",54,14,NA,NA,NA,5.2,NA,16.2,6.3,NA,NA,NA,2.6,NA,NA,17.6,NA,NA,NA,NA,3.6,5.7,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,2001
553,NA,NA,VSSF,Pretreated domestic wastewater,NA,"{""authors"":""Marzec, M; Gizinska-Gorna, M; Jozwiakowski, K; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Gajewska, M"",""title"":""The efficiency and reliability of pollutant removal in a hybrid constructed wetland with giant miscanthus and Jerusalem artichoke in Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""23"",""endpage"":""35"",""doi"":""10.1016/j.ecoleng.2018.11.008"",""wos"":""WOS:000455632500003""}",537,157,1309,12.7044568,175.14896,21,NA,18.2,82.4,68.4,108.3641472,27.431418,12,NA,NA,NA,NA,NA,NA,NA,96,4.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,2016
554,NA,NA,HSSF,Pretreated domestic wastewater,NA,"{""authors"":""Marzec, M; Gizinska-Gorna, M; Jozwiakowski, K; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Gajewska, M"",""title"":""The efficiency and reliability of pollutant removal in a hybrid constructed wetland with giant miscanthus and Jerusalem artichoke in Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""23"",""endpage"":""35"",""doi"":""10.1016/j.ecoleng.2018.11.008"",""wos"":""WOS:000455632500003""}",18.2,82.4,68.4,108.3641472,27.431418,12,NA,6.6,56.4,31.8,89.63946,16.613394,6.7,NA,NA,NA,NA,NA,NA,NA,80,15.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2016
