id,code_cs,type,sub_type,water_type,uws,doc_data,bod_in,tn_in,cod_in,no3_in,nh4_in,tp_in,po43_in,bod_out,tn_out,cod_out,no3_out,nh4_out,tp_out,po43_out,water_temp,air_temp,ecoli_in,ecoli_out,heggs_in,heggs_out,surface,hrt,inflow,population,tn_removal,bod_removal,nh4_removal,po4_removal,timestamp,username,email,company,id_sampling,year_operation
39,PL361 Bod,PL,FP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",40.4313,37.5354,NA,NA,NA,4.57143,NA,30,26.5,NA,NA,NA,7.2,NA,NA,19.1,NA,1300,NA,NA,3801.82,1080,184,NA,2030.52,1919.35,0,-483.657,2021-03-04 12:09:28,NA,NA,NA,NA,2016
40,PL361 Bod,PL,FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",76.2854,39.5943,NA,NA,NA,3.05373,NA,40.4313,37.5354,NA,NA,NA,4.57143,NA,NA,19.1,NA,NA,NA,NA,3867.27,70,184,NA,378.838,6597.16,0,-279.257,2021-03-04 12:09:28,NA,NA,NA,NA,2016
41,PL361 Cran,PL,MP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",40.7925,41.6667,NA,NA,NA,13.9912,NA,17.5,18,NA,NA,NA,9.5,NA,NA,19.1,13000,130,NA,NA,848.75,931.2,35,NA,828.333,815.239,0,157.191,2021-03-04 12:09:28,NA,NA,NA,NA,2016
42,PL361 Cran,PL,FP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",201.465,127.072,NA,NA,NA,15.6815,NA,55,46,NA,NA,NA,13,NA,NA,19.1,NA,13000,NA,NA,2131.54,90,35,NA,2837.51,5126.28,0,93.854,2021-03-04 12:09:28,NA,NA,NA,NA,2016
43,PL361 Mount B,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",48.0769,33.9213,NA,NA,NA,8.20707,NA,17.5,25,NA,NA,NA,6.5,NA,NA,19.1,25000,895,NA,NA,1961.25,330.316,228,NA,2034.06,6971.54,0,389.212,2021-03-04 12:09:28,NA,NA,NA,NA,2016
44,PL361 Mount B,PL,FP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",238.095,55.3097,NA,NA,NA,7.92181,NA,40,37.5,NA,NA,NA,7.7,NA,NA,19.1,NA,25000,NA,NA,3704.67,49,228,NA,4060.62,45165.7,0,50.5728,2021-03-04 12:09:28,NA,NA,NA,NA,2016
45,PL361 Mount B,PL,FP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",1546.07,142.551,NA,NA,NA,12.0027,NA,238.095,55.3097,NA,NA,NA,7.92181,NA,NA,19.1,NA,NA,NA,NA,4768.67,63,228,NA,19891,298219,0,930.453,2021-03-04 12:09:28,NA,NA,NA,NA,2016
46,PL361 Tambell,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",25,49.1329,NA,NA,NA,12.069,NA,17.5,25.5,NA,NA,NA,9.1,NA,NA,19.1,25000,250,NA,NA,786.522,1206,36,NA,850.786,270,0,106.883,2021-03-04 12:09:28,NA,NA,NA,NA,2016
47,PL361 Tambell,PL,FP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",290.698,68.147,NA,NA,NA,9.3801,NA,25,44.5,NA,NA,NA,11.5,NA,NA,19.1,NA,25000,NA,NA,1582.11,81,36,NA,851.292,9565.12,0,-76.3165,2021-03-04 12:09:28,NA,NA,NA,NA,2016
48,PL361 Wagin,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",54.4794,47.5504,NA,NA,NA,12.7353,NA,45,33,NA,NA,NA,11.5,NA,NA,19.1,NA,2600,NA,NA,1760,398.073,191,NA,2779.13,1810.57,0,235.947,2021-03-04 12:09:28,NA,NA,NA,NA,2016
49,PL361 Wagin,PL,FP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",250,78.7992,NA,NA,NA,10.396,NA,42.5,42,NA,NA,NA,10.5,NA,NA,19.1,NA,25000,NA,NA,4376.36,24,191,NA,7028.66,39632.5,0,-19.8564,2021-03-04 12:09:28,NA,NA,NA,NA,2016
50,PL361 Wagin,PL,FP_PL,Raw domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",1101.32,132.882,NA,NA,NA,11.1188,NA,250,78.7992,NA,NA,NA,10.396,NA,NA,19.1,NA,NA,NA,NA,4043.64,24,191,NA,10329.9,162602,0,138.039,2021-03-04 12:09:28,NA,NA,NA,NA,2016
51,PL361 Wagin,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Glaz, P; Bartosiewicz, M; Laurion, I; Reichwaldt, ES; Maranger, R; Ghadouani, A"",""title"":""Greenhouse gas emissions from waste stabilisation ponds in Western Australia and Quebec (Canada)"",""journal"":""WATER RESEARCH"",""year"":""2016"",""volume"":""101"",""issue"":""undefined"",""startpage"":""64"",""endpage"":""74"",""doi"":""10.1016/j.watres.2016.05.060"",""wos"":""WOS:000381169400008""}",NA,56.4732,NA,NA,NA,12.4612,NA,NA,47.5504,NA,NA,NA,12.7353,NA,NA,19.1,25000,NA,NA,NA,2963.12,595.728,191,NA,1704.25,0,0,-52.3619,2021-03-04 12:09:28,NA,NA,NA,NA,2016
52,PL458 cold,MS,AP+FP_PL,Raw domestic wastewater,NA,"{""authors"":""Sharafi, K; Pirsaheb, M; Khosravi, T; Dargahi, A; Moradi, M; Savadpour, MT"",""title"":""Fluctuation of organic substances, solids, protozoan cysts, and parasite egg at different units of a wastewater integrated stabilization pond (full scale treatment plant): a case study, Iran"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2016"",""volume"":""57"",""issue"":""11"",""startpage"":""4913"",""endpage"":""4919"",""doi"":""10.1080/19443994.2014.997294"",""wos"":""WOS:000368037100016""}",176.4,NA,470.16,NA,NA,NA,NA,33.3,NA,204.5,NA,NA,NA,NA,18.8,11,NA,NA,55.5,NA,42268,122.4,17387.3,NA,0,2488120,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
53,PL458 cold,PL,AP_PL,Raw domestic wastewater,NA,"{""authors"":""Sharafi, K; Pirsaheb, M; Khosravi, T; Dargahi, A; Moradi, M; Savadpour, MT"",""title"":""Fluctuation of organic substances, solids, protozoan cysts, and parasite egg at different units of a wastewater integrated stabilization pond (full scale treatment plant): a case study, Iran"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2016"",""volume"":""57"",""issue"":""11"",""startpage"":""4913"",""endpage"":""4919"",""doi"":""10.1080/19443994.2014.997294"",""wos"":""WOS:000368037100016""}",176.4,NA,470.16,NA,NA,NA,NA,87.1,NA,268.83,NA,NA,NA,NA,18.8,11,NA,NA,55.5,NA,1472,40.8,17387.3,NA,0,1552680,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
54,PL458 cold,PL,FP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Sharafi, K; Pirsaheb, M; Khosravi, T; Dargahi, A; Moradi, M; Savadpour, MT"",""title"":""Fluctuation of organic substances, solids, protozoan cysts, and parasite egg at different units of a wastewater integrated stabilization pond (full scale treatment plant): a case study, Iran"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2016"",""volume"":""57"",""issue"":""11"",""startpage"":""4913"",""endpage"":""4919"",""doi"":""10.1080/19443994.2014.997294"",""wos"":""WOS:000368037100016""}",87.1,NA,268.83,NA,NA,NA,NA,33.3,NA,204.5,NA,NA,NA,NA,18.8,11,NA,NA,NA,NA,40796,81.6,17387.3,NA,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
55,PL458 warm,MS,AP+FP_PL,Raw domestic wastewater,NA,"{""authors"":""Sharafi, K; Pirsaheb, M; Khosravi, T; Dargahi, A; Moradi, M; Savadpour, MT"",""title"":""Fluctuation of organic substances, solids, protozoan cysts, and parasite egg at different units of a wastewater integrated stabilization pond (full scale treatment plant): a case study, Iran"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2016"",""volume"":""57"",""issue"":""11"",""startpage"":""4913"",""endpage"":""4919"",""doi"":""10.1080/19443994.2014.997294"",""wos"":""WOS:000368037100016""}",198.3,NA,447.66,NA,NA,NA,NA,80,NA,199.6,NA,NA,NA,NA,20.16,32.5,NA,NA,61.8,NA,42268,122.4,17387.3,NA,0,2056910,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
56,PL458 warm,PL,AP_PL,Raw domestic wastewater,NA,"{""authors"":""Sharafi, K; Pirsaheb, M; Khosravi, T; Dargahi, A; Moradi, M; Savadpour, MT"",""title"":""Fluctuation of organic substances, solids, protozoan cysts, and parasite egg at different units of a wastewater integrated stabilization pond (full scale treatment plant): a case study, Iran"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2016"",""volume"":""57"",""issue"":""11"",""startpage"":""4913"",""endpage"":""4919"",""doi"":""10.1080/19443994.2014.997294"",""wos"":""WOS:000368037100016""}",198.3,NA,447.66,NA,NA,NA,NA,128.3,NA,284.66,NA,NA,NA,NA,20.16,32.5,NA,NA,61.8,NA,1472,40.8,17387.3,NA,0,1217110,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
57,PL458 warm,PL,FP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Sharafi, K; Pirsaheb, M; Khosravi, T; Dargahi, A; Moradi, M; Savadpour, MT"",""title"":""Fluctuation of organic substances, solids, protozoan cysts, and parasite egg at different units of a wastewater integrated stabilization pond (full scale treatment plant): a case study, Iran"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2016"",""volume"":""57"",""issue"":""11"",""startpage"":""4913"",""endpage"":""4919"",""doi"":""10.1080/19443994.2014.997294"",""wos"":""WOS:000368037100016""}",128.3,NA,284.66,NA,NA,NA,NA,80,NA,199.6,NA,NA,NA,NA,20.16,32.5,NA,NA,NA,NA,40796,81.6,17387.3,NA,0,839804,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2016
58,PL837,MS,AP+FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Hernandez-Paniagua, IY; Ramirez-Vargas, R; Ramos-Gomez, MS; Dendooven, L; Avelar-Gonzalez, FJ; Thalasso, F"",""title"":""Greenhouse gas emissions from stabilization ponds in subtropical climate"",""journal"":""ENVIRONMENTAL TECHNOLOGY"",""year"":""2014"",""volume"":""35"",""issue"":""6"",""startpage"":""727"",""endpage"":""734"",""doi"":""10.1080/09593330.2013.848910"",""wos"":""WOS:000329153800008""}",561,148,951,1.2,59,67,25,134.64,51,247.26,1.6,16,40,18,NA,18.5,NA,NA,NA,NA,548.6,1072.8,16.9,NA,1639.3,7205.48,197.071,456.3,2021-03-04 12:09:28,NA,NA,NA,NA,2014
59,PL837,PL,MP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Hernandez-Paniagua, IY; Ramirez-Vargas, R; Ramos-Gomez, MS; Dendooven, L; Avelar-Gonzalez, FJ; Thalasso, F"",""title"":""Greenhouse gas emissions from stabilization ponds in subtropical climate"",""journal"":""ENVIRONMENTAL TECHNOLOGY"",""year"":""2014"",""volume"":""35"",""issue"":""6"",""startpage"":""727"",""endpage"":""734"",""doi"":""10.1080/09593330.2013.848910"",""wos"":""WOS:000329153800008""}",180,64,400,1.4,20,54,25,134.64,51,247.26,1.6,16,40,18,NA,18.5,NA,NA,NA,NA,214.3,213.6,17.144,NA,222.872,777.652,54.8608,240.016,2021-03-04 12:09:28,NA,NA,NA,NA,2014
60,PL837,PL,AP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Hernandez-Paniagua, IY; Ramirez-Vargas, R; Ramos-Gomez, MS; Dendooven, L; Avelar-Gonzalez, FJ; Thalasso, F"",""title"":""Greenhouse gas emissions from stabilization ponds in subtropical climate"",""journal"":""ENVIRONMENTAL TECHNOLOGY"",""year"":""2014"",""volume"":""35"",""issue"":""6"",""startpage"":""727"",""endpage"":""734"",""doi"":""10.1080/09593330.2013.848910"",""wos"":""WOS:000329153800008""}",561,148,951,1.2,59,67,25,250,115,500,1.9,53,65,29,NA,18.5,NA,NA,NA,NA,122.5,348,17.15,NA,565.95,5333.65,92.4356,34.3,2021-03-04 12:09:28,NA,NA,NA,NA,2014
61,PL837,PL,FP_PL,Pretreated domestic wastewater,WWTP,"{""authors"":""Hernandez-Paniagua, IY; Ramirez-Vargas, R; Ramos-Gomez, MS; Dendooven, L; Avelar-Gonzalez, FJ; Thalasso, F"",""title"":""Greenhouse gas emissions from stabilization ponds in subtropical climate"",""journal"":""ENVIRONMENTAL TECHNOLOGY"",""year"":""2014"",""volume"":""35"",""issue"":""6"",""startpage"":""727"",""endpage"":""734"",""doi"":""10.1080/09593330.2013.848910"",""wos"":""WOS:000329153800008""}",250,115,500,1.9,53,65,29,180,64,400,1.4,20,54,25,NA,18.5,NA,NA,NA,NA,211.8,511.2,16.944,NA,864.144,1186.08,211.001,186.384,2021-03-04 12:09:28,NA,NA,NA,NA,2014
62,PL961,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""Mahapatra, DM; Chanakya, HN; Ramachandra, TV"",""title"":""Treatment efficacy of algae-based sewage treatment plants"",""journal"":""ENVIRONMENTAL MONITORING AND ASSESSMENT"",""year"":""2013"",""volume"":""185"",""issue"":""9"",""startpage"":""7145"",""endpage"":""7164"",""doi"":""10.1007/s10661-013-3090-x"",""wos"":""WOS:000322485500005""}",78.6,NA,208,0.0386284,16.2991,NA,3.52692,55.1,NA,96,0.0352399,18.4656,NA,3.30179,28.9,24,NA,NA,NA,NA,24940,67.2,15202.1,NA,0,357249,-37312.8,3422.33,2021-03-04 12:09:28,NA,NA,NA,NA,2013
63,PL961,MS,FP+MP_PL,Raw domestic wastewater,NA,"{""authors"":""Mahapatra, DM; Chanakya, HN; Ramachandra, TV"",""title"":""Treatment efficacy of algae-based sewage treatment plants"",""journal"":""ENVIRONMENTAL MONITORING AND ASSESSMENT"",""year"":""2013"",""volume"":""185"",""issue"":""9"",""startpage"":""7145"",""endpage"":""7164"",""doi"":""10.1007/s10661-013-3090-x"",""wos"":""WOS:000322485500005""}",307,NA,458.7,0.0456312,19.9332,NA,2.4013,55.1,NA,96,0.0352399,18.4656,NA,3.30179,28.7917,24,NA,NA,NA,NA,75484,343.2,15202.1,NA,0,3829400,20668.2,-13689.3,2021-03-04 12:09:28,NA,NA,NA,NA,2013
64,PL961,PL,FP_PL,Raw domestic wastewater,NA,"{""authors"":""Mahapatra, DM; Chanakya, HN; Ramachandra, TV"",""title"":""Treatment efficacy of algae-based sewage treatment plants"",""journal"":""ENVIRONMENTAL MONITORING AND ASSESSMENT"",""year"":""2013"",""volume"":""185"",""issue"":""9"",""startpage"":""7145"",""endpage"":""7164"",""doi"":""10.1007/s10661-013-3090-x"",""wos"":""WOS:000322485500005""}",307,NA,458.7,0.0456312,19.9332,NA,2.4013,78.6,NA,208,0.0386284,16.2991,NA,3.52692,28.6833,24,NA,NA,NA,NA,50544,283.2,15202.1,NA,0,3472150,45173.8,-17111.6,2021-03-04 12:09:28,NA,NA,NA,NA,2013
65,CW1069,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Mina, IAP; Costa, M; Matos, A; Calheiros, CSC; Castro, PML"",""title"":""POLISHING DOMESTIC WASTEWATER ON A SUBSURFACE FLOW CONSTRUCTED WETLAND: ORGANIC MATTER REMOVAL AND MICROBIAL MONITORING"",""journal"":""INTERNATIONAL JOURNAL OF PHYTOREMEDIATION"",""year"":""2011"",""volume"":""13"",""issue"":""10"",""startpage"":""947"",""endpage"":""958"",""doi"":""10.1080/15226514.2010.532182"",""wos"":""WOS:000299431500001""}",90,NA,157,NA,NA,NA,NA,35,NA,88,NA,NA,NA,NA,15.7,18,NA,NA,NA,NA,924,96,50,300,NA,2745,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2011
66,CW1116b,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Kayranli, B; Scholz, M; Mustafa, A; Hofmann, O; Harrington, R"",""title"":""Performance Evaluation of Integrated Constructed Wetlands Treating Domestic Wastewater"",""journal"":""WATER AIR AND SOIL POLLUTION"",""year"":""2010"",""volume"":""210"",""issue"":""1 -- 4"",""startpage"":""435"",""endpage"":""451"",""doi"":""10.1007/s11270-009-0267-6"",""wos"":""WOS:000278695600039""}",358.4,NA,554.4,0.6,52.6,NA,7.8,17.2,NA,60.6,0.7,22,NA,5.2,NA,10.1,NA,NA,NA,NA,3000,NA,40,333.333,NA,13647.9,512.16,104,2021-03-04 12:09:28,NA,NA,NA,NA,2010
67,CW1170a,CW,VSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Langergraber, G; Pressl, A; Leroch, K; Rohrhofer, R; Haberl, R"",""title"":""Comparison of single-stage and a two-stage vertical flow constructed wetland systems for different load scenarios"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2010"",""volume"":""61"",""issue"":""5"",""startpage"":""1341"",""endpage"":""1348"",""doi"":""10.2166/wst.2010.024"",""wos"":""WOS:000275653000028""}",325,78.8,495,0.4,65.1,13.8,NA,3,71.3,18.5,69.7,0.022,10.8,NA,15.7,9,NA,NA,NA,NA,20,NA,0.7,5.83333,7.11564,225.452,0.0153954,2.1,2021-03-04 12:09:28,NA,NA,NA,NA,2010
68,CW1185a dry P,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",80.5128,19.8353,335.913,NA,NA,NA,1.82,62.8,12.04,147.13,NA,NA,NA,2.61,NA,25.555,NA,NA,NA,NA,133.225,NA,50.4667,420.556,393.401,893.907,0,-39.8687,2021-03-04 12:09:28,NA,NA,NA,NA,2009
69,CW1185a dry Ty,CW,FWS_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",104.475,14.6824,209.075,NA,12.5581,NA,5.55224,20.08,6.08,72.8,NA,0.54,NA,1.86,NA,25.555,NA,NA,NA,NA,733.35,NA,50.4667,420.556,NA,4259.11,NA,NA,2021-03-04 12:09:28,NA,NA,NA,NA,2009
70,CW1185b dry T,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",81.262,19.7344,328.85,NA,NA,NA,1.82,75.98,12.63,176.79,NA,NA,NA,2.41,NA,25.555,NA,NA,NA,NA,133.225,NA,50.4667,420.556,358.534,266.567,0,-29.7753,2021-03-04 12:09:28,NA,NA,NA,NA,2009
71,CW1185b dry Th,CW,FWS_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",93.3333,17.858,233.9,NA,15.7025,NA,4.74394,23.38,7.17,118.33,NA,0.76,NA,1.76,NA,25.555,NA,NA,NA,NA,733.35,NA,50.4667,420.556,NA,3530.31,NA,NA,2021-03-04 12:09:28,NA,NA,NA,NA,2009
72,CW1185c dry B,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",79.3031,17.8193,321.223,NA,NA,NA,1.82,48.93,8.58,121.84,NA,NA,NA,2.43,NA,25.555,NA,NA,NA,NA,133.225,NA,50.4667,420.556,466.277,1532.83,0,-30.7847,2021-03-04 12:09:28,NA,NA,NA,NA,2009
73,CW1185c dry C,CW,FWS_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",85.6593,23.6131,177.13,NA,11.4973,NA,5.17442,28.91,9.96,90.23,NA,0.43,NA,2.67,NA,25.555,NA,NA,NA,NA,733.35,NA,50.4667,420.556,NA,2863.95,NA,NA,2021-03-04 12:09:28,NA,NA,NA,NA,2009
74,CW1185d wet P,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Katsenovich, YP; Hummel-Batista, A; Ravinet, AJ; Miller, JF"",""title"":""Performance evaluation of constructed wetlands in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2009"",""volume"":""35"",""issue"":""10"",""startpage"":""1529"",""endpage"":""1537"",""doi"":""10.1016/j.ecoleng.2009.07.003"",""wos"":""WOS:000270645400019""}",72.3035,19.5531,171.208,NA,NA,NA,1.82,39.55,14,84.32,NA,NA,NA,3.22,NA,25.355,NA,NA,NA,NA,133.225,NA,50.4667,420.556,280.245,1652.96,0,-70.6533,2021-03-04 12:09:28,NA,NA,NA,NA,2009
